A,N-Z,N,Z,Element,O,ME [keV],Error ME [keV],BINDING ENERGY/A [keV],Error BINDING ENERGY/A [keV],ATOMIC MASS [µu],Error ATOMIC MASS [µu],Extrapolated?
38,8,23,15,P,   x,-14621.56300,72.58100,8147.27400,1.91000,37984303.10500,77.91800,False
38,6,22,16,S,   +,-26861.20300,7.17200,8448.78200,0.18900,37971163.31000,7.69900,False
38,4,21,17,Cl,  -n,-29798.10300,0.09800,8505.48100,0.00300,37968010.41800,0.10500,False
38,2,20,18,Ar,    ,-34714.82100,0.19500,8614.28000,0.00500,37962732.10400,0.20900,False
38,0,19,19,K,    ,-28800.75500,0.19500,8438.05800,0.00500,37969081.11600,0.20900,False
38,-2,18,20,Ca,    ,-22058.49900,0.19400,8240.04300,0.00500,37976319.22600,0.20800,False
38,-4,17,21,Sc,   x,-4249.00000,200.00000,7751.00000,5.00000,37995438.00000,215.00000,True
38,-6,16,22,Ti,   x,10870.00000,300.00000,7332.00000,8.00000,38011669.00000,322.00000,True
39,15,27,12,Mg,  -n,42275.00000,513.00000,6747.00000,13.00000,39045384.00000,551.00000,True
39,13,26,13,Al,   x,20650.00000,400.00000,7281.00000,10.00000,39022169.00000,429.00000,True
39,11,25,14,Si,   x,2320.35200,135.53200,7730.97900,3.47500,39002491.00000,145.50000,False
39,9,24,15,P,   x,-12774.63400,112.64500,8097.96900,2.88800,38986285.86500,120.92900,False
39,7,23,16,S,2p-n,-23162.66700,50.00000,8344.26900,1.28200,38975133.85200,53.67700,False
39,5,22,17,Cl, -nn,-29800.20500,1.73200,8494.40200,0.04400,38968008.16200,1.85900,False
39,3,21,18,Ar,   +,-33242.19000,5.00000,8562.59800,0.12800,38964313.03900,5.36700,False
39,1,20,19,K,    ,-33807.19010,0.00458,8557.02500,0.00000,38963706.48661,0.00492,False
39,-1,19,20,Ca,    ,-27282.70200,0.59600,8369.67000,0.01500,38970710.81300,0.64000,False
39,-3,18,21,Sc,2n-p,-14172.70900,24.00000,8013.45600,0.61500,38984784.97000,25.76500,False
39,-5,17,22,Ti,   x,2200.00000,200.00000,7574.00000,5.00000,39002362.00000,215.00000,True
40,16,28,12,Mg,   x,48350.00000,500.00000,6628.00000,13.00000,40051906.00000,537.00000,True
40,14,27,13,Al,   x,27590.00000,400.00000,7127.00000,10.00000,40029619.00000,429.00000,True
40,12,26,14,Si,   x,5429.67900,345.11900,7661.75400,8.62800,40005829.00000,370.50000,False
40,10,25,15,P,   x,-8114.37000,153.58200,7980.79600,3.84000,39991288.86500,164.87600,False
40,8,24,16,S,    ,-22837.84600,3.98200,8329.32500,0.10000,39975482.56200,4.27400,False
40,6,23,17,Cl,   +,-27557.81300,32.06600,8427.76500,0.80200,39970415.46900,34.42300,False
40,4,22,18,Ar,    ,-35039.89464,0.00224,8595.25900,0.00000,39962383.12378,0.00240,False
40,2,21,19,K,    ,-33535.49200,0.05600,8538.09000,0.00100,39963998.16600,0.06000,False
40,0,20,20,Ca,    ,-34846.38400,0.02100,8551.30300,0.00100,39962590.86500,0.02200,False
40,-2,19,21,Sc,   -,-20523.33500,2.82800,8173.66900,0.07100,39977967.29200,3.03600,False
40,-4,18,22,Ti,  --,-8850.38400,160.00000,7862.28600,4.00000,39990498.72100,171.76700,False
40,-6,17,23,V,   x,12170.00000,300.00000,7317.00000,7.00000,40013065.00000,322.00000,True
41,15,28,13,Al,   x,33420.00000,500.00000,7008.00000,12.00000,41035878.00000,537.00000,True
41,13,27,14,Si,   x,12119.66800,554.70500,7508.57300,13.52900,41013011.00000,595.50000,False
41,11,26,15,P,   x,-4979.76700,120.16300,7906.55100,2.93100,40994654.00000,129.00000,False
41,9,25,16,S,   x,-19008.57700,4.09900,8229.63500,0.10000,40979593.45100,4.40000,False
41,7,24,17,Cl,   x,-27307.18900,68.72300,8412.95900,1.67600,40970684.52500,73.77700,False
41,5,23,18,Ar,  -n,-33067.50500,0.34700,8534.37200,0.00800,40964500.57100,0.37200,False
41,3,22,19,K,    ,-35559.54331,0.00380,8576.07200,0.00000,40961825.25796,0.00408,False
41,1,21,20,Ca,    ,-35137.89000,0.13800,8546.70600,0.00300,40962277.92100,0.14700,False
41,-1,20,21,Sc,    ,-28642.41200,0.08300,8369.19800,0.00200,40969251.10400,0.08800,False
41,-3,19,22,Ti,   x,-15697.53700,27.94500,8034.38800,0.68200,40983148.00000,30.00000,False
41,-5,18,23,V,   x,320.00000,200.00000,7625.00000,5.00000,41000344.00000,215.00000,True
42,16,29,13,Al,   x,40100.00000,600.00000,6874.00000,14.00000,42043049.00000,644.00000,True
42,14,28,14,Si,   x,16470.00000,500.00000,7418.00000,12.00000,42017681.00000,537.00000,True
42,12,27,15,P,   x,1009.74000,314.37900,7767.86600,7.48500,42001084.00000,337.50000,False
42,10,26,16,S,   x,-17637.74600,2.79400,8193.22700,0.06700,41981065.10000,3.00000,False
42,8,25,17,Cl,   x,-24831.76700,59.61600,8345.88600,1.41900,41973342.00000,64.00000,False
42,6,24,18,Ar,   x,-34422.67500,5.77500,8555.61300,0.13800,41963045.73600,6.20000,False
42,4,23,19,K,  -n,-35022.02600,0.10600,8551.25600,0.00300,41962402.30600,0.11300,False
42,2,22,20,Ca,    ,-38547.24500,0.14900,8616.56300,0.00400,41958617.82800,0.15900,False
42,0,21,21,Sc,    ,-32121.15300,0.16900,8444.93300,0.00400,41965516.52200,0.18100,False
42,-2,20,22,Ti,    ,-25104.67400,0.27700,8259.24700,0.00700,41973049.02200,0.29700,False
42,-4,19,23,V,   x,-7620.00000,196.00000,7824.00000,5.00000,41991820.00000,210.00000,True
42,-6,18,24,Cr,   x,6730.00000,400.00000,7464.00000,10.00000,42007225.00000,429.00000,True
43,17,30,13,Al,   x,47020.00000,800.00000,6741.00000,19.00000,43050478.00000,859.00000,True
43,15,29,14,Si,   x,23101.00000,596.00000,7279.00000,14.00000,43024800.00000,640.00000,True
43,13,28,15,P,   x,4679.82600,554.70500,7689.57200,12.90000,43005024.00000,595.50000,False
43,11,27,16,S,   x,-12195.45900,4.97000,8063.82700,0.11600,42986907.63500,5.33500,False
43,9,26,17,Cl,   x,-24159.50800,61.85800,8323.86600,1.43900,42974063.70000,66.40700,False
43,7,25,18,Ar,   x,-32009.80800,5.31000,8488.23700,0.12300,42965636.05500,5.70000,False
43,5,24,19,K, -4n,-36575.38900,0.41000,8576.22000,0.01000,42960734.70300,0.44000,False
43,3,23,20,Ca,    ,-38408.82200,0.22800,8600.66300,0.00500,42958766.43000,0.24400,False
43,1,22,21,Sc,  -p,-36188.10200,1.86300,8530.82500,0.04300,42961150.47200,1.99900,False
43,-1,21,22,Ti,-n2p,-29321.08200,7.24500,8352.93200,0.16800,42968522.52100,7.77700,False
43,-3,20,23,V,   x,-17916.35600,42.84900,8069.51200,0.99600,42980766.00000,46.00000,False
43,-5,19,24,Cr,   x,-1970.00000,400.00000,7680.00000,9.00000,42997885.00000,429.00000,True
44,16,30,14,Si,   x,28513.00000,596.00000,7174.00000,14.00000,44030610.00000,640.00000,True
44,14,29,15,P,   x,10450.00000,500.00000,7567.00000,11.00000,44011219.00000,537.00000,True
44,12,28,16,S,   x,-9204.23300,5.21600,7996.01500,0.11900,43990118.84800,5.60000,False
44,10,27,17,Cl,   x,-20384.52300,136.32100,8232.33200,3.09800,43978116.31200,146.34600,False
44,8,26,18,Ar,   x,-32673.25500,1.58400,8493.84000,0.03600,43964923.81600,1.70000,False
44,6,25,19,K,   x,-35781.49200,0.41900,8546.70100,0.01000,43961586.98600,0.45000,False
44,4,24,20,Ca,    ,-41468.67500,0.32500,8658.17500,0.00700,43955481.54300,0.34800,False
44,2,23,21,Sc,  -p,-37815.98500,1.75600,8557.37900,0.04000,43959402.86700,1.88400,False
44,0,22,22,Ti,  -a,-37548.56900,0.70000,8533.52000,0.01600,43959689.95100,0.75100,False
44,-2,21,23,V,   x,-24116.38000,181.64100,8210.46300,4.12800,43974110.00000,195.00000,False
44,-4,20,24,Cr,   x,-13360.00000,300.00000,7948.00000,7.00000,43985657.00000,322.00000,True
44,-6,19,25,Mn,   x,7030.00000,500.00000,7467.00000,11.00000,44007547.00000,537.00000,True
45,17,31,14,Si,   x,37490.00000,700.00000,6995.00000,16.00000,45040247.00000,751.00000,True
45,15,30,15,P,   x,15600.00000,500.00000,7464.00000,11.00000,45016747.00000,537.00000,True
45,13,29,16,S,   x,-3989.58900,1035.35600,7881.80700,23.00800,44995717.00000,1111.50000,False
45,11,28,17,Cl,   x,-18262.54300,136.16300,8181.59800,3.02600,44980394.35300,146.17700,False
45,9,27,18,Ar,   x,-29770.79600,0.51200,8419.95200,0.01100,44968039.73300,0.55000,False
45,7,26,19,K,   x,-36615.63800,0.52200,8554.67400,0.01200,44960691.49300,0.56000,False
45,5,25,20,Ca,    ,-40812.17400,0.36600,8630.54500,0.00800,44956186.32600,0.39200,False
45,3,24,21,Sc,    ,-41071.89600,0.67500,8618.93100,0.01500,44955907.50300,0.72400,False
45,1,23,22,Ti,    ,-39009.84000,0.84500,8555.72200,0.01900,44958121.21100,0.90700,False
45,-1,22,23,V,    ,-31886.01600,0.87200,8380.02900,0.01900,44965768.95100,0.93500,False
45,-3,21,24,Cr,   x,-19514.79900,35.39700,8087.72800,0.78700,44979050.00000,38.00000,False
45,-5,20,25,Mn,   x,-5250.00000,400.00000,7753.00000,9.00000,44994364.00000,429.00000,True
45,-7,19,26,Fe, -pp,13762.00000,400.00000,7313.00000,9.00000,45014774.00000,429.00000,True
46,16,31,15,P,   x,22970.00000,700.00000,7317.00000,15.00000,46024659.00000,751.00000,True
46,14,30,16,S,   x,340.00000,500.00000,7792.00000,11.00000,46000365.00000,537.00000,True
46,12,29,17,Cl,   x,-13859.39800,208.66100,8083.48000,4.53600,45985121.32300,224.00600,False
46,10,28,18,Ar,   x,-29772.92600,1.11800,8412.41900,0.02400,45968037.44600,1.20000,False
46,8,27,19,K,   x,-35413.92400,0.72700,8518.04200,0.01600,45961981.58600,0.78000,False
46,6,26,20,Ca,    ,-43139.36100,2.23500,8668.97900,0.04900,45953687.98800,2.39900,False
46,4,25,21,Sc,  -n,-41761.21900,0.68300,8622.01200,0.01500,45955167.48500,0.73200,False
46,2,24,22,Ti,    ,-44127.79900,0.16500,8656.45100,0.00400,45952626.85600,0.17600,False
46,0,23,23,V,    ,-37075.35100,0.20200,8486.13000,0.00400,45960197.97100,0.21600,False
46,-2,22,24,Cr,    ,-29471.56700,11.45300,8303.82300,0.24900,45968360.97000,12.29500,False
46,-4,21,25,Mn,   x,-12570.00000,400.00000,7919.00000,9.00000,45986506.00000,429.00000,True
46,-6,20,26,Fe,   x,910.00000,500.00000,7609.00000,11.00000,46000977.00000,537.00000,True
47,17,32,15,P,   x,29710.00000,800.00000,7190.00000,17.00000,47031895.00000,859.00000,True
47,15,31,16,S,   x,7370.00000,500.00000,7648.00000,11.00000,47007912.00000,537.00000,True
47,13,30,17,Cl,   x,-9780.00000,400.00000,7996.00000,9.00000,46989501.00000,429.00000,True
47,11,29,18,Ar,   x,-25366.33800,1.11800,8311.40400,0.02400,46972768.11400,1.20000,False
47,9,28,19,K,   x,-35711.97600,1.39700,8514.87900,0.03000,46961661.61400,1.50000,False
47,7,27,20,Ca,    ,-42344.41800,2.22200,8639.34900,0.04700,46954541.39400,2.38500,False
47,5,26,21,Sc,    ,-44336.59500,1.93300,8665.09000,0.04100,46952402.70400,2.07400,False
47,3,25,22,Ti,    ,-44937.36400,0.11500,8661.22700,0.00200,46951757.75200,0.12300,False
47,1,24,23,V,    ,-42006.61800,0.16900,8582.22500,0.00400,46954904.03800,0.18100,False
47,-1,23,24,Cr,    ,-34562.57800,6.03000,8407.19500,0.12800,46962895.54400,6.47300,False
47,-3,22,25,Mn,   x,-22566.37400,31.67100,8135.31100,0.67400,46975774.00000,34.00000,False
47,-5,21,26,Fe,   x,-6870.00000,500.00000,7785.00000,11.00000,46992625.00000,537.00000,True
47,-7,20,27,Co,   x,10370.00000,600.00000,7401.00000,13.00000,47011133.00000,644.00000,True
48,16,32,16,S,   x,12761.00000,596.00000,7545.00000,12.00000,48013700.00000,640.00000,True
48,14,31,17,Cl,   x,-4280.00000,500.00000,7883.00000,10.00000,47995405.00000,537.00000,True
48,12,30,18,Ar,   x,-22281.33700,307.39300,8242.13200,6.40400,47976080.00000,330.00000,False
48,10,29,19,K,   x,-32284.47700,0.77300,8434.23200,0.01600,47965341.18600,0.83000,False
48,8,28,20,Ca,    ,-44224.62900,0.09600,8666.68600,0.00200,47952522.90400,0.10300,False
48,6,27,21,Sc,    ,-44503.84200,4.95100,8656.20400,0.10300,47952223.15700,5.31400,False
48,4,26,22,Ti,    ,-48492.70900,0.10900,8723.00600,0.00200,47947940.93200,0.11700,False
48,2,25,23,V,    ,-44477.69400,0.97500,8623.06100,0.02000,47952251.22900,1.04600,False
48,0,24,24,Cr, +nn,-42822.02000,7.32400,8572.26900,0.15300,47954028.66700,7.86200,False
48,-2,23,25,Mn,    ,-29296.33800,6.93900,8274.18500,0.14500,47968549.08500,7.44900,False
48,-4,22,26,Fe,   x,-18000.00000,400.00000,8023.00000,8.00000,47980676.00000,429.00000,True
48,-6,21,27,Co,   x,1500.00000,500.00000,7600.00000,10.00000,48001610.00000,537.00000,True
48,-8,20,28,Ni, -pp,16793.00000,502.00000,7265.00000,10.00000,48018028.00000,538.00000,True
49,17,33,16,S,  -n,21093.00000,667.00000,7385.00000,14.00000,49022644.00000,716.00000,True
49,15,32,17,Cl,   x,940.00000,600.00000,7781.00000,12.00000,49001009.00000,644.00000,True
49,13,31,18,Ar,   x,-17190.00000,400.00000,8135.00000,8.00000,48981546.00000,429.00000,True
49,11,30,19,K,   x,-29611.49000,0.80100,8372.27400,0.01600,48968210.75500,0.86000,False
49,9,29,20,Ca,  -n,-41299.76500,0.20100,8594.84400,0.00400,48955662.87500,0.21600,False
49,7,28,21,Sc,    ,-46561.26500,2.69800,8686.25600,0.05500,48950014.42300,2.89600,False
49,5,27,22,Ti,    ,-48563.78700,0.11400,8711.15700,0.00200,48947864.62700,0.12200,False
49,3,26,23,V,   -,-47961.93100,0.82800,8682.90800,0.01700,48948510.74600,0.88900,False
49,1,25,24,Cr,    ,-45333.06000,2.24300,8613.29100,0.04600,48951332.95500,2.40700,False
49,-1,24,25,Mn,    ,-37620.63400,2.25500,8439.92900,0.04600,48959612.58500,2.42000,False
49,-3,23,26,Fe,   x,-24750.72700,24.21900,8161.31100,0.49400,48973429.00000,26.00000,False
49,-5,22,27,Co,   x,-9880.00000,500.00000,7842.00000,10.00000,48989393.00000,537.00000,True
49,-7,21,28,Ni,   x,8200.00000,600.00000,7457.00000,12.00000,49008803.00000,644.00000,True
50,16,33,17,Cl,   x,7740.00000,600.00000,7651.00000,12.00000,50008309.00000,644.00000,True
50,14,32,18,Ar,   x,-13330.00000,500.00000,8056.00000,10.00000,49985690.00000,537.00000,True
50,12,31,19,K,   x,-25727.84800,7.73100,8288.58200,0.15500,49972380.01700,8.30000,False
50,10,30,20,Ca,   x,-39589.22400,1.58400,8550.16300,0.03200,49957499.21700,1.70000,False
50,8,29,21,Sc, -pn,-44547.38200,15.00000,8633.67900,0.30000,49952176.41500,16.10300,False
50,6,28,22,Ti,    ,-51431.66000,0.12100,8755.71800,0.00200,49944785.83900,0.12900,False
50,4,27,23,V,  +n,-49224.01300,0.40900,8695.91800,0.00800,49947155.84500,0.43800,False
50,2,26,24,Cr,    ,-50262.07200,0.43700,8701.03200,0.00900,49946041.44300,0.46800,False
50,0,25,25,Mn,    ,-42627.59500,0.44200,8532.69600,0.00900,49954237.39100,0.47400,False
50,-2,24,26,Fe,   x,-34476.45600,8.38300,8354.02600,0.16800,49962988.00000,9.00000,False
50,-4,23,27,Co,   x,-17630.00000,400.00000,8001.00000,8.00000,49981073.00000,429.00000,True
50,-6,22,28,Ni,   x,-4120.00000,500.00000,7716.00000,10.00000,49995577.00000,537.00000,True
51,17,34,17,Cl,   x,14290.00000,700.00000,7530.00000,14.00000,51015341.00000,751.00000,True
51,15,33,18,Ar,   x,-6690.00000,600.00000,7926.00000,12.00000,50992818.00000,644.00000,True
51,13,32,19,K,   x,-22516.19600,13.04700,8221.34900,0.25600,50975827.86700,14.00600,False
51,11,31,20,Ca,   x,-36332.30400,0.52200,8476.91300,0.01000,50960995.66500,0.56000,False
51,9,30,21,Sc,-p2n,-43228.68400,20.00000,8596.79600,0.39200,50953592.09500,21.47100,False
51,7,29,22,Ti,  -n,-49732.83700,0.50500,8708.98800,0.01000,50946609.60000,0.54100,False
51,5,28,23,V,    ,-52203.84200,0.40100,8742.09900,0.00800,50943956.86700,0.43000,False
51,3,27,24,Cr,    ,-51451.39500,0.40000,8712.00500,0.00800,50944764.65200,0.42900,False
51,1,26,25,Mn,    ,-48243.87700,0.50200,8633.77200,0.01000,50948208.06500,0.53900,False
51,-1,25,26,Fe,    ,-40202.55500,8.96400,8460.75900,0.17600,50956840.77900,9.62300,False
51,-3,24,27,Co,   x,-27342.14300,48.43800,8193.25400,0.95000,50970647.00000,52.00000,False
51,-5,23,28,Ni,   x,-11900.00000,500.00000,7875.00000,10.00000,50987225.00000,537.00000,True
52,16,34,18,Ar,   x,-1280.00000,600.00000,7825.00000,12.00000,51998626.00000,644.00000,True
52,14,33,19,K,   x,-17137.62700,33.53400,8115.02900,0.64500,51981602.00000,36.00000,False
52,12,32,20,Ca,   x,-34266.26600,0.67100,8429.38100,0.01300,51963213.64800,0.72000,False
52,10,31,21,Sc,   x,-40443.27900,81.85200,8533.12500,1.57400,51956582.35100,87.87100,False
52,8,30,22,Ti, -nn,-49469.82000,7.07200,8691.66700,0.13600,51946891.96000,7.59200,False
52,6,29,23,V,  -n,-51443.76900,0.42000,8714.58200,0.00800,51944772.83900,0.45000,False
52,4,28,24,Cr,    ,-55419.24200,0.34000,8775.98900,0.00700,51940504.99200,0.36400,False
52,2,27,25,Mn,    ,-50707.28400,1.84500,8670.32900,0.03500,51945563.48800,1.98000,False
52,0,26,26,Fe,    ,-48330.36300,5.11700,8609.57400,0.09800,51948115.21700,5.49300,False
52,-2,25,27,Co,   x,-34360.95100,8.38300,8325.88600,0.16100,51963112.00000,9.00000,False
52,-4,24,28,Ni,   x,-22330.00000,400.00000,8079.00000,8.00000,51976028.00000,429.00000,True
52,-6,23,29,Cu,   x,-2280.00000,600.00000,7679.00000,12.00000,51997552.00000,644.00000,True
53,17,35,18,Ar,   x,6791.00000,699.00000,7677.00000,13.00000,53007290.00000,750.00000,True
53,15,34,19,K,   x,-12295.72100,111.77900,8022.84800,2.10900,52986800.00000,120.00000,False
53,13,33,20,Ca,   x,-29387.70400,43.78000,8330.57700,0.82600,52968451.00000,47.00000,False
53,11,32,21,Sc,   x,-38906.80800,94.08700,8495.42100,1.77500,52958231.82100,101.00600,False
53,9,31,22,Ti,   +,-46831.06100,100.04900,8630.17400,1.88800,52949724.78500,107.40600,False
53,7,30,23,V,  +p,-51851.06100,3.12000,8710.13000,0.05900,52944335.59300,3.34900,False
53,5,29,24,Cr,    ,-55286.99900,0.34800,8760.19800,0.00700,52940646.96100,0.37300,False
53,3,28,25,Mn,    ,-54690.11600,0.45000,8734.17500,0.00900,52941287.74200,0.48300,False
53,1,27,26,Fe,    ,-50947.53000,1.65600,8648.79900,0.03100,52945305.57400,1.77700,False
53,-1,26,27,Co,    ,-42659.42800,1.71300,8477.65800,0.03200,52954203.21700,1.83900,False
53,-3,25,28,Ni,   x,-29630.82400,25.15000,8217.07400,0.47500,52968190.00000,27.00000,False
53,-5,24,29,Cu,   x,-13270.00000,500.00000,7894.00000,9.00000,52985754.00000,537.00000,True
54,16,35,19,K,   x,-5002.00000,596.00000,7889.00000,11.00000,53994630.00000,640.00000,True
54,14,34,20,Ca,   x,-25160.58500,48.43800,8247.49600,0.89700,53972989.00000,52.00000,False
54,12,33,21,Sc,   x,-33890.90000,272.80000,8394.68100,5.05200,53963616.62000,292.86200,False
54,10,32,22,Ti,   x,-45621.98100,82.46100,8597.43500,1.52700,53951022.78600,88.52600,False
54,8,31,23,V,   +,-49893.17300,15.00400,8662.04300,0.27800,53946437.47200,16.10700,False
54,6,30,24,Cr,    ,-56934.76500,0.35300,8777.95500,0.00700,53938878.01200,0.37800,False
54,4,29,25,Mn,  -p,-55557.62900,1.05900,8737.96500,0.02000,53940356.42900,1.13600,False
54,2,28,26,Fe,    ,-56254.50000,0.37200,8736.38200,0.00700,53939608.30600,0.39900,False
54,0,27,27,Co,    ,-48009.95300,0.38300,8569.21700,0.00700,53948459.19200,0.41100,False
54,-2,26,28,Ni,   x,-39278.30800,4.65700,8393.03200,0.08600,53957833.00000,5.00000,False
54,-4,25,29,Cu,   x,-21410.00000,400.00000,8048.00000,7.00000,53977015.00000,429.00000,True
54,-6,24,30,Zn, -pp,-6272.00000,400.00000,7753.00000,7.00000,53993267.00000,430.00000,True
55,17,36,19,K,   x,708.00000,699.00000,7788.00000,13.00000,55000760.00000,750.00000,True
55,15,35,20,Ca,   x,-18350.00000,300.00000,8120.00000,5.00000,54980300.00000,322.00000,True
55,13,34,21,Sc,   x,-30159.35200,454.34200,8320.95500,8.26100,54967622.60100,487.75600,False
55,11,33,22,Ti,    ,-41668.08800,161.60200,8515.98000,2.93800,54955267.46500,173.48600,False
55,9,32,23,V,    ,-49144.58600,95.10400,8637.69200,1.72900,54947241.11400,102.09800,False
55,7,31,24,Cr,    ,-55109.71000,0.39900,8731.92400,0.00700,54940837.28900,0.42800,False
55,5,30,25,Mn,    ,-57712.41300,0.30300,8765.02200,0.00600,54938043.17200,0.32500,False
55,3,29,26,Fe,    ,-57481.30000,0.34200,8746.59500,0.00600,54938291.28300,0.36700,False
55,1,28,27,Co,    ,-54029.88300,0.42800,8669.61800,0.00800,54941996.53100,0.45900,False
55,-1,27,28,Ni,   -,-45335.84900,0.71900,8497.32000,0.01300,54951329.96100,0.77100,False
55,-3,26,29,Cu,   x,-31635.39900,155.55900,8233.99600,2.82800,54966038.00000,167.00000,False
55,-5,25,30,Zn,   x,-14570.00000,400.00000,7909.00000,7.00000,54984358.00000,429.00000,True
56,18,37,19,K,   x,7927.00000,801.00000,7664.00000,14.00000,56008510.00000,860.00000,True
56,16,36,20,Ca,   x,-13898.00000,400.00000,8040.00000,7.00000,55985080.00000,429.00000,True
56,14,35,21,Sc,   x,-24852.26000,586.84100,8221.72800,10.47900,55973320.00000,630.00000,False
56,12,34,22,Ti,    ,-39320.04800,121.24700,8466.11000,2.16500,55957788.19000,130.16400,False
56,10,33,23,V,    ,-46154.88100,176.89800,8574.19100,3.15900,55950450.69400,189.90700,False
56,8,32,24,Cr,  ++,-55285.00100,0.60300,8723.25800,0.01100,55940649.10700,0.64700,False
56,6,31,25,Mn,  -n,-56911.53800,0.33100,8738.33300,0.00600,55938902.94700,0.35500,False
56,4,30,26,Fe,    ,-60607.08200,0.30200,8790.35400,0.00500,55934935.61700,0.32400,False
56,2,29,27,Co,    ,-56040.40200,0.49300,8694.83600,0.00900,55939838.15000,0.52900,False
56,0,28,28,Ni,    ,-53907.53900,0.42200,8642.77900,0.00800,55942127.87200,0.45200,False
56,-2,27,29,Cu,   x,-38643.02900,14.90400,8356.22700,0.26600,55958515.00000,16.00000,False
56,-4,26,30,Zn,   x,-25390.00000,400.00000,8106.00000,7.00000,55972743.00000,429.00000,True
56,-6,25,31,Ga,   x,-3390.00000,500.00000,7699.00000,9.00000,55996361.00000,537.00000,True
57,17,37,20,Ca,   x,-6874.00000,400.00000,7917.00000,7.00000,56992620.00000,429.00000,True
57,15,36,21,Sc,   x,-20995.87500,1304.09200,8151.43300,22.87900,56977460.00000,1400.00000,False
57,13,35,22,Ti,   x,-33915.63300,256.41700,8364.37000,4.49900,56963590.06800,275.27400,False
57,11,34,23,V,   x,-44413.45000,80.47900,8534.81700,1.41200,56952320.19700,86.39700,False
57,9,33,24,Cr,   x,-52524.70200,1.06800,8663.39400,0.01900,56943612.40900,1.14600,False
57,7,32,25,Mn,    ,-57486.25100,1.50500,8736.71300,0.02600,56938285.96800,1.61500,False
